Incident;PERIL;SUBURB;ITEM_TYPE;VEHICLE_MAKE;VEHICLE_MODEL;VEHICLE_YEAR;INCIDENT_DATE_TIME;CLAIM_AMOUNT;ITEM_CATEGORY;ITEM_PERIL_DESCR;FLAG_INCOMPLETE_VEHICLE_DETAILS;FLAG_NEGATIVE_CLAIM;FLAG_ZERO_CLAIM
INC-12569;Theft;BRENTHURST;Contents;;;;2022-05-03 11:30:00;167546,88;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12570;Theft;WESTMEAD EXT;Vehicle;VOLKSWAGEN;POLO VIVO 1.4 TRENDLINE (5DR)-2017-;2019;2022-05-03 10:27:00;4567,8;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12571;Theft;WATERLOO;Vehicle;TOYOTA;AVANZA 1.5 SX-2015-2020;2020;2022-05-03 8:00:00;2000;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12572;Theft;FARRARMERE;Vehicle;TOYOTA;FORTUNER 2.8GD-6 R/B A/T-2016-2020;2018;2022-05-03 6:47:00;493503,63;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12573;Theft;TYGERDAL;Vehicle;MERCEDES-BENZ;CLA200 A/T-2019-2022;2019;2022-05-02 20:59:00;6397;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12574;Theft;HARTBEESTFONTEIN B;Contents;;;;2022-05-02 18:00:00;34474;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12575;Theft;FAUNA;Contents;;;;2022-05-02 17:00:00;13450;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12576;Theft;NOORDHOEK;Contents;;;;2022-05-02 15:00:00;6595;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12577;Theft;GROOTVLEI;Contents;;;;2022-05-02 15:00:00;119102,86;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12578;Theft;PIONEER PARK;Contents;;;;2022-05-02 5:05:00;100359,45;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12579;Theft;VAALVIEW AH;Contents;;;;2022-05-02 2:00:00;38599,79;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12580;Theft;TZANEEN;Contents;;;;2022-05-01 13:00:00;12700;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12581;Theft;SOMERSET RIDGE;Vehicle;RENAULT;SANDERO 900 T EXPRESSION-2014-2022;2014;2022-05-01 3:00:00;1741,59;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12582;Theft;NINAPARK;Vehicle;TOYOTA;FORTUNER 2.8GD-6 R/B A/T-2016-2020;2016;2022-04-30 21:44:00;427922,28;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12583;Theft;DAWN PARK;Vehicle;FORD;RANGER 2.2TDCi XL P/U S/C-2011-2016;2016;2022-04-30 19:40:00;178064,89;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12584;Theft;BIRCHLEIGH NORTH;Contents;;;;2022-04-30 19:30:00;11199;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12585;Theft;WESTCLIFF;Vehicle;TOYOTA;ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022;2018;2022-04-30 9:07:00;129795,12;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12586;Theft;WATERVAL EAST;Contents;;;;2022-04-30 3:20:00;5999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12587;Theft;QUEENSWOOD;Vehicle;RENAULT;DUSTER 1.5 dCI TECHROAD EDC-2019-2022;2020;2022-04-30 3:00:00;3483,67;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12588;Theft;QUEENSWOOD;Contents;;;;2022-04-30 3:00:00;36030,85;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12589;Theft;LINDEN;Contents;;;;2022-04-29 23:00:00;7043;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12590;Hijack;SEBOKENG UNIT 10;Vehicle;MAZDA;CX-5 2.0 ACTIVE A/T-2015-2017;2017;2022-04-29 21:30:00;257233,71;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-12591;Theft;NTUZUMA B;Vehicle;TOYOTA;ETIOS 1.5 Xi 5Dr-2012-;2018;2022-04-29 20:02:00;144436,92;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12592;Theft;DIE WILGERS;Contents;;;;2022-04-29 19:15:00;20488,27;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12593;Theft;NORWOOD;Contents;;;;2022-04-29 17:00:00;31406,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12594;Theft;ERASMUSKLOOF;Vehicle;TOYOTA;FORTUNER 2.8GD-6 R/B A/T-2020-;2021;2022-04-29 15:55:00;829615,12;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12595;Theft;CLUBVIEW;Vehicle;TOYOTA;ETIOS 1.5 Xi-2012-2022;2012;2022-04-29 11:10:00;88057,73;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12596;Theft;STRAND;Contents;;;;2022-04-29 10:06:00;37598;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12597;Theft;KALK BAY;Vehicle;TOYOTA;HILUX 2.7VVT-i RAIDER R/B P/U S/C-2005-2008;2005;2022-04-29 9:00:00;2600;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12598;Theft;KALK BAY;Contents;;;;2022-04-29 9:00:00;133448,82;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12599;Theft;ROCKFORD;Contents;;;;2022-04-29 5:00:00;8695;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12600;Theft;MBOMBELA CENTRAL;Contents;;;;2022-04-29 3:00:00;21797;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12601;Theft;NORTHMEAD;Contents;;;;2022-04-29 0:00:00;34888;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12602;Theft;NEWCASTLE;Contents;;;;2022-04-28 23:00:00;21930,98;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12603;Hijack;DIEPKLOOF ZONE 4;Vehicle;BMW;M2  COUPE M-DCT COMPETITION (F87)-2018-;2019;2022-04-28 20:50:00;2000;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-12604;Theft;WESBANK;Vehicle;HYUNDAI;i20 1.4 ACTIVE-2018-2022;2019;2022-04-28 14:30:00;2204,38;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12605;Theft;PRESTBURY;Contents;;;;2022-04-28 14:00:00;8997;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12606;Theft;SANDOWN ESTATE;Vehicle;MITSUBISHI;OUTLANDER 2.4 GLS A/T-2007-2009;2008;2022-04-28 10:34:00;414;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12607;Theft;NORTHPINE;Contents;;;;2022-04-28 7:11:00;16007,7;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12608;Theft;PROTEA HEIGHTS;Contents;;;;2022-04-28 2:28:00;8775;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12609;Theft;DENNEOORD;Contents;;;;2022-04-28 2:04:00;3029;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12610;Theft;ORKNEY;Contents;;;;2022-04-28 0:00:00;33712,86;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12611;Theft;GLENHAZEL;Contents;;;;2022-04-28 0:00:00;97116,57;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12612;Theft;UNKNOWN;Vehicle;HYUNDAI;i20 1.4 FLUID-2012-2015;2012;2022-04-28 0:00:00;5756,25;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12613;Theft;SOMERSET WEST;Contents;;;;2022-04-28 0:00:00;26759,65;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12614;Theft;RANDHART;Contents;;;;2022-04-27 23:32:00;35717;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12615;Hijack;HAZYVIEW;Vehicle;FORD;RANGER 2.2TDCI XLS 4X4 A/T P/U D/C-2019-;2022;2022-04-27 19:00:00;49913,74;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-12616;Armed Robbery;MILNERTON RURAL;Contents;;;;2022-04-27 16:41:00;142457,54;Home contents - Theft;Armed Robbery;FALSE;FALSE;FALSE
INC-12617;Theft;HENLEY ON KLIP;Vehicle;ISUZU;KB 300 D-TEQ LX A/T 4X4 P/U D/C-2016-2020;2017;2022-04-27 13:39:00;8265,55;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12618;Theft;ROBIN HILLS;Contents;;;;2022-04-27 13:09:00;62199;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12619;Theft;CITY AND SUBURBAN;Vehicle;BMW;X3 xDRIVE20d M SPORT A/T (F25)-2014-2017;2016;2022-04-27 8:11:00;4571,82;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12620;Theft;ELSPARK;Contents;;;;2022-04-27 6:25:00;40397,3;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12621;Theft;KELVIN;Contents;;;;2022-04-27 3:20:00;8948,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12622;Hijack;UNKNOWN;Vehicle;RENAULT;KWID 1.0 EXPRESSION / LIFE 5DR-2019-;2020;2022-04-27 0:30:00;80069,46;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-12623;Theft;HILTON GARDENS;Contents;;;;2022-04-26 23:15:00;18599;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12624;Theft;FLAGSTAFF;Contents;;;;2022-04-26 22:30:00;14498;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12625;Theft;SEA POINT;Vehicle;TOYOTA;PRADO VX-L 3.0D A/T-2017-2020;2019;2022-04-26 18:35:00;280554,66;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12626;Theft;GREEN POINT;Vehicle;SUZUKI;SWIFT 1.2 GL A/T-2014-2018;2018;2022-04-26 18:00:00;5866,79;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12627;Theft;MYRTLEDENE;Vehicle;VOLKSWAGEN;POLO 1.6 TDi COMFORTLINE-2011-2015;2013;2022-04-26 17:17:00;11673;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12628;Theft;MILNERTON;Contents;;;;2022-04-26 15:00:00;5699;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12629;Theft;UNKNOWN;Vehicle;TOYOTA;FORTUNER 2.8GD-6 R/B A/T-2016-2020;2018;2022-04-26 13:51:00;454600;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12630;Theft;MORNINGSIDE MANOR;Contents;;;;2022-04-26 13:03:00;22098;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12631;Theft;SEA POINT;Contents;;;;2022-04-26 12:30:00;92952,21;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12632;Hijack;UNKNOWN;Vehicle;SUZUKI;SWIFT 1.4 GL-2011-2016;2012;2022-04-26 8:00:00;57316,01;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-12633;Theft;WELLINGTON;Contents;;;;2022-04-26 8:00:00;49159;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12634;Theft;VREDEHOEK;Vehicle;VOLKSWAGEN;POLO 1.0 TSI COMFORTLINE-2017-2022;2019;2022-04-26 6:45:00;21614,21;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12635;Theft;WATERKLOOF;Contents;;;;2022-04-26 5:00:00;35613;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12636;Theft;HELENA HEIGHTS;Contents;;;;2022-04-26 2:31:00;20028;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12637;Theft;TABLE VIEW;Contents;;;;2022-04-26 1:00:00;5130,72;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12638;Theft;KUILS RIVER;Vehicle;NISSAN;MICRA 1.2 VISIA+ 5DR (D82)-2011-2015;2012;2022-04-25 15:00:00;1648,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12639;Theft;UNKNOWN;Vehicle;FORD;KUGA 1.6 ECOBOOST AMBIENTE-2013-2015;2014;2022-04-25 12:00:00;6110,99;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12640;Theft;RUIMSIG;Contents;;;;2022-04-25 4:30:00;11193;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12641;Theft;GONUBIE;Contents;;;;2022-04-25 3:00:00;27124;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12642;Theft;HURLINGHAM;Contents;;;;2022-04-25 0:30:00;337328,53;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12643;Theft;MURDOCK VALLEY;Contents;;;;2022-04-25 0:00:00;2799;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12644;Theft;RONDEBOSCH;Vehicle;VOLKSWAGEN;POLO 1.0 TSI TRENDLINE-2017-2023;2021;2022-04-25 0:00:00;22523,71;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12645;Theft;KWANOKUTHULA;Contents;;;;2022-04-24 20:00:00;8123;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12646;Theft;RYLANDS;Contents;;;;2022-04-24 19:00:00;98957;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12647;Theft;KAKAMAS;Contents;;;;2022-04-24 19:00:00;74229;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12648;Theft;SEA COW LAKE;Contents;;;;2022-04-24 16:00:23;62400,65;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12649;Theft;PRETORIA WEST;Vehicle;MERCEDES-BENZ;A 180 CDI BE A/T-2013-2016;2013;2022-04-24 15:05:00;19490,35;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12650;Theft;SEEMEEU PARK;Vehicle;ISUZU;D-MAX 250 HO X-RIDER D/C P/U-2018-2023;2019;2022-04-24 15:00:00;3682,6;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12651;Theft;DIE HOEWES;Vehicle;TOYOTA;FORTUNER 2.8GD-6 4X4 A/T-2016-2020;2019;2022-04-24 13:10:00;565618,87;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12652;Theft;KENSINGTON;Vehicle;BMW;X3 xDRIVE 20d (G01)-2017-2022;2020;2022-04-24 10:59:00;3859,68;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12653;Theft;HIGHBURY PARK;Contents;;;;2022-04-24 9:20:00;32407;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12654;Theft;ALLEN'S NEK;Contents;;;;2022-04-24 8:00:00;26918;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12655;Theft;FREEWAY PARK;Contents;;;;2022-04-24 4:00:00;32953;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12656;Theft;RANDPARKRIF;Contents;;;;2022-04-24 3:30:00;22462;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12657;Theft;DURBAN NORTH;Contents;;;;2022-04-24 0:00:00;36581,22;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12658;Theft;BRITS;Vehicle;TOYOTA;HILUX 2700i RAIDER R/B P/U S/C-1998-2002;2002;2022-04-23 23:00:00;1800;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12659;Theft;NORTHERN PAARL;Contents;;;;2022-04-23 23:00:00;10000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12660;Theft;HIGHLANDS NORTH;Contents;;;;2022-04-23 22:00:00;46599,8;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12661;Theft;MIDDELBURG;Contents;;;;2022-04-23 21:00:00;64189,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12662;Theft;MEYERSDAL;Contents;;;;2022-04-23 17:16:00;70880;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12663;Theft;SOMERSET WEST;Vehicle;MERCEDES-BENZ;CLA200 AMG A/T-2013-2016;2016;2022-04-23 16:30:00;4470,15;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12664;Theft;STRUBENS VALLEY;Vehicle;TOYOTA;ETIOS CROSS 1.5 Xs 5Dr-2014-;2016;2022-04-23 13:45:00;141650;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12665;Theft;BROOKLYN;Contents;;;;2022-04-23 12:05:00;10197,99;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12666;Theft;CLIFTON;Vehicle;TOYOTA;FORTUNER 3.0D-4D R/B-2011-2017;2013;2022-04-23 11:00:00;23937,19;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12667;Theft;UNKNOWN;Vehicle;TOYOTA;FORTUNER 2.5D-4D RB A/T-2012-2017;2015;2022-04-23 8:50:00;245459,62;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12668;Theft;EQUESTRIA;Contents;;;;2022-04-23 8:30:00;51320,84;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12669;Theft;ROODEPOORT;Vehicle;TOYOTA;ETIOS CROSS 1.5 Xs 5Dr-2014-2022;2017;2022-04-23 8:15:00;98763,29;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12670;Theft;LYTTELTON AH;Contents;;;;2022-04-23 5:03:00;23245;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12671;Theft;WESTRIDGE;Contents;;;;2022-04-23 4:00:00;39475,1;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12672;Theft;GLENWOOD;Contents;;;;2022-04-23 3:50:00;42235;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12673;Theft;HEATHERLANDS;Contents;;;;2022-04-23 3:17:00;5898;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12674;Theft;PARKRAND;Contents;;;;2022-04-23 1:00:00;70356,92;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12675;Theft;PARKRAND;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2016-2020;2018;2022-04-23 0:45:00;193198,17;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12676;Theft;PARKRAND;Vehicle;MAHINDRA;PIK UP 2.2 mHAWK S6 P/U S/C-2017-;2018;2022-04-23 0:45:00;6131,81;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12677;Theft;MORNINGSIDE;Vehicle;TOYOTA;ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022;2015;2022-04-23 0:40:00;117427,75;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12678;Theft;PROTEA GLEN;Contents;;;;2022-04-23 0:00:00;37719,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12679;Theft;MBOMBELA CENTRAL;Vehicle;FORD;FIESTA 1.0 ECOBOOST AMBIENTE 5DR-2015-2018;2017;2022-04-22 20:30:00;2708,53;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12680;Theft;EAGLE CANYON GOLF ESTATE;Contents;;;;2022-04-22 19:00:00;16249;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12681;Armed Robbery;DELMAS;Contents;;;;2022-04-22 18:55:00;1265,44;Home contents - Theft;Armed Robbery;FALSE;FALSE;FALSE
INC-12682;Theft;UNKNOWN;Contents;;;;2022-04-22 18:52:00;139896,94;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12683;Theft;NELLMAPIUS;Vehicle;FORD;RANGER 2.2TDCi XL P/U D/C-2015-2020;2018;2022-04-22 18:02:00;7094,71;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12684;Theft;ESIKHAWINI H;Contents;;;;2022-04-22 18:00:00;9300;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12685;Theft;GEORGE SOUTH;Contents;;;;2022-04-22 17:49:00;2430;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12686;Theft;RIDGEWORTH;Vehicle;VOLVO;XC40 T5 R-DESIGN AWD GEARTRONIC-2018-;2018;2022-04-22 14:00:00;8501,38;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12687;Theft;RIDGEWORTH;Contents;;;;2022-04-22 14:00:00;20290;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12688;Theft;MENLYN;Vehicle;ISUZU;D-MAX 300 LX 4X4 A/T D/C P/U-2018-2023;2020;2022-04-22 7:00:00;10865,48;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12689;Theft;KUILS RIVER;Contents;;;;2022-04-22 3:00:00;65348,68;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12690;Theft;LINDEN;Contents;;;;2022-04-21 21:00:00;14210;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12691;Theft;COLBYN;Vehicle;VOLKSWAGEN;POLO 1.4 COMFORTLINE-2008-2010;2009;2022-04-21 17:08:00;75470,78;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12692;Theft;WENDYWOOD;Contents;;;;2022-04-21 14:00:00;159854,74;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12693;Theft;WENDYWOOD;Contents;;;;2022-04-21 10:15:00;5000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12694;Theft;ESCOMBE;Contents;;;;2022-04-21 9:30:00;25150;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12695;Theft;CAPE TOWN CITY CENTRE;Vehicle;LAND ROVER;FREELANDER II 2.2 TD4 SE A/T-2007-2010;2010;2022-04-21 8:20:00;13486,4;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12696;Theft;LIBRADENE;Vehicle;VOLKSWAGEN;BEETLE 1.6-1977-1977;1977;2022-04-21 7:15:00;7316,65;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12697;Theft;SANDHURST;Vehicle;LAND ROVER;DISCOVERY 4 3.0 TD/SD V6 SE-2009-2018;2016;2022-04-21 5:30:00;39647,47;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12698;Theft;HYDE PARK;Contents;;;;2022-04-21 3:15:00;0;Home contents - Theft;Theft;FALSE;FALSE;TRUE
INC-12699;Theft;GROENKLOOF;Vehicle;HYUNDAI;i20 1.4 MOTION A/T-2016-2022;2017;2022-04-20 19:00:00;4427,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12700;Theft;OBSERVATORY;Vehicle;VOLKSWAGEN;POLO 1.6 TRENDLINE-2005-2010;2007;2022-04-20 17:40:00;68467,86;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12701;Theft;MODJADJISKLOOF;Vehicle;FORD;ECOSPORT 1.5TDCi AMBIENTE-2018-;2018;2022-04-20 17:23:00;9021,32;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12702;Theft;MODJADJISKLOOF;Contents;;;;2022-04-20 17:23:00;14023,77;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12703;Theft;FLORIDA PARK;Contents;;;;2022-04-20 15:00:00;20683;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12704;Theft;KEMPTON PARK CENTRAL;Vehicle;VOLKSWAGEN;CADDY4 CREWBUS 2.0 TDi-2015-2022;2020;2022-04-20 12:29:00;22000,35;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12705;Theft;GARSFONTEIN;Vehicle;TOYOTA;HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2018-2021;2019;2022-04-20 11:15:00;517105;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12706;Theft;PAARL;Contents;;;;2022-04-20 10:45:00;15958;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12707;Armed Robbery;WENDYWOOD;Vehicle;SUZUKI;VITARA 1.6 GL+-2015-2022;2018;2022-04-20 10:25:00;5224,89;Motor Vehicle - Theft;Armed Robbery;FALSE;FALSE;FALSE
INC-12708;Theft;PINELANDS;Contents;;;;2022-04-20 4:11:00;13861,5;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12709;Theft;DELMAS;Contents;;;;2022-04-20 0:00:00;45531,2;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12710;Theft;SOMERSET WEST;Contents;;;;2022-04-19 23:00:00;13127;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12711;Theft;MULBARTON;Contents;;;;2022-04-19 22:01:00;9000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12712;Hijack;GREENSTONE HILL;Vehicle;BMW;M340i xDRIVE A/T (G20)-2019-;2021;2022-04-19 21:10:00;910124,38;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-12713;Theft;HAMMANSKRAAL;Contents;;;;2022-04-19 20:20:00;8898,84;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12714;Theft;RONDEBOSCH;Vehicle;TOYOTA;FORTUNER 2.8GD-6 EPIC A/T-2020-2023;2020;2022-04-19 19:12:00;3648,82;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12715;Theft;TUNNEY INDUSTRIAL;Vehicle;TOYOTA;FORTUNER 2.4GD-6 R/B A/T-2016-2020;2019;2022-04-19 16:00:00;433735,08;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12716;Theft;UNKNOWN;Vehicle;TOYOTA;HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2018-2021;2019;2022-04-19 13:30:00;532809,99;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12717;Theft;EMANKANJINI;Vehicle;FORD;RANGER 2.0D BI-TURBO WILDTRAK A/T P/U D/C-2019-;2020;2022-04-19 13:00:00;9090,53;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12718;Theft;RIET RIVER;Contents;;;;2022-04-19 12:58:00;1299;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12719;Theft;HOUT BAY;Contents;;;;2022-04-19 11:01:00;16568,21;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12720;Theft;HIGHVELD SINGLE QUARTERS;Vehicle;FORD;RANGER 2.0D BI-TURBO WILDTRAK 4X4 A/T P/U D/C-2019-;2020;2022-04-19 10:21:00;13954,88;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12721;Theft;UNKNOWN;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB LEGEND RS 4X4 A/T P/U D/C-2020-;2021;2022-04-19 8:31:00;939015,99;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-12722;Theft;WINTERSTRAND;Contents;;;;2022-04-19 8:30:00;66993;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-12723;Theft;KENSINGTON;Vehicle;LAND ROVER;RANGE ROVER VELAR 2.0D (D180)-2017-2023;2018;2022-04-18 16:48:00;25520,61;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
